trial;type;nb_actuators;width;length;actuators
1;slide;6;1;6;['mf3', 'rf3', 'rf2', 'p2', 'p1', 'rf1']
2;slide;12;3;4;[['rf3', 'mf3', 'ff3'], ['rf2', 'mf2', 'ff2'], ['rf1', 'mf1', 'ff1'], ['palm13', 'palm23', 'palm33']]
