trial;type;nb_actuators;width;length;actuators
1;app-motion;3;1;3;('palm21', 'palm33', 'rf3')
2;app-motion;3;1;3;('palm21', 'palm33', 'rf3')
3;rabbit;3;1;3;('palm21', 'palm33', 'rf3')
4;rabbit;3;1;3;('palm21', 'palm33', 'rf3')
