trial;type;nb_actuators;width;length;actuators
1;tap;6;1;6;['palm21', 'palm31', 'palm32', 'palm33', 'ff1', 'mf1']
2;tap-and-hold;5;1;5;['ff2', 'mf2', 'mf3', 'rf3', 'rf2']
