trial;type;nb_actuators;width;length;actuators
1;tap;5;1;5;['palm33', 'palm23', 'palm22', 'palm12', 's1']
2;tap;12;3;4;[['palm12', 'palm22', 'palm32'], ['palm13', 'palm23', 'palm33'], ['rf1', 'mf1', 'ff1'], ['rf2', 'mf2', 'ff2']]
3;tap;4;2;2;[['palm31', 'palm21'], ['palm32', 'palm22']]
4;slide;2;1;2;['rf2', 'mf2']
5;tap;2;1;2;['palm23', 'palm22']
6;tap;2;1;2;['mf3', 'rf3']
