trial,type,size,direction,actuators
1,app-motion,point,down,['ff3', 'ff2', 'ff1', 'palm33', 'palm32', 'palm31', 'b1']
2,tap-and-hold,point,None,ff3
3,app-motion,point,up,['palm21', 'palm22', 'palm23', 'mf1', 'mf2', 'mf3']
4,tap,line,None,['s1', 'palm12']
5,app-motion,point,down,['ff2', 'ff1', 'palm33', 'palm32', 'palm31', 'b1']
6,tap-and-hold,line,None,['t2', 't1']
7,tap-and-hold,line,None,['s1', 'palm12']
8,tap,line,None,['ff1', 'palm33', 'palm32']
9,tap-and-hold,point,None,mf2
10,app-motion,point,down,['palm22', 'palm21', 'b1']
11,app-motion,line,up,[['palm22', 'palm12'], ['palm23', 'palm13'], ['rf1', 'p1'], ['rf2', 'p2']]
12,tap,line,None,['mf2', 'mf1']
13,app-motion,line,up,[['palm12', 'palm22'], ['palm13', 'palm23'], ['p1', 'rf1'], ['p2', 'rf2']]
14,tap-and-hold,line,None,['ff3', 'ff2']
15,tap-and-hold,point,None,s1
16,app-motion,point,up,['palm31', 'palm32', 'palm33', 'ff1', 'ff2', 'ff3']
17,tap-and-hold,line,None,['p1', 'p2']
18,tap-and-hold,point,None,ff1
19,tap,point,None,t2
20,app-motion,point,down,['rf1', 'palm13', 'palm12', 'palm11']
21,app-motion,line,down,[['p1', 'rf1', 'mf1'], ['palm13', 'palm23', 'palm33'], ['palm12', 'palm22', 'palm32'], ['palm11', 'palm21', 'palm31']]
22,app-motion,point,up,['b1', 'palm31', 'palm32', 'palm33', 'mf1', 'mf2', 'mf3']
23,app-motion,line,up,[['ff1', 'mf1'], ['ff2', 'mf2'], ['ff3', 'mf3']]
24,tap,line,None,['palm22', 'palm23']
25,app-motion,line,up,[['palm32', 'palm22'], ['palm33', 'palm23'], ['ff1', 'mf1'], ['ff2', 'mf2'], ['ff3', 'mf3']]
26,tap,line,None,['t2', 't1']
27,tap,point,None,palm23
28,tap,line,None,['palm11', 'palm21', 'palm31']
29,tap-and-hold,line,None,['palm11', 'palm21', 'palm31']
30,tap,point,None,ff3
31,tap,line,None,['ff3', 'ff2']
32,app-motion,line,up,[['palm11', 'palm21'], ['palm12', 'palm22'], ['palm13', 'palm23'], ['p1', 'rf1'], ['p2', 'rf2']]
33,tap,point,None,mf2
34,tap,point,None,palm12
35,tap-and-hold,point,None,rf2
36,tap,point,None,rf2
37,tap,line,None,['p1', 'p2']
38,app-motion,line,down,[['p2', 'rf2', 'mf2'], ['p1', 'rf1', 'mf1'], ['palm13', 'palm23', 'palm33'], ['palm12', 'palm22', 'palm32'], ['palm11', 'palm21', 'palm31']]
39,app-motion,point,down,['p1', 'palm13', 'palm12', 'palm11']
40,tap-and-hold,line,None,['palm22', 'palm23']
41,app-motion,line,down,[['mf1', 'rf1'], ['palm23', 'palm13'], ['palm22', 'palm12'], ['palm21', 'palm11']]
42,tap-and-hold,point,None,palm12
43,tap-and-hold,line,None,['mf2', 'mf1']
44,tap-and-hold,point,None,palm23
45,tap,point,None,palm33
46,tap-and-hold,line,None,['ff1', 'palm33', 'palm32']
47,tap,point,None,s1
48,app-motion,line,up,[['palm11', 'palm21', 'palm31'], ['palm12', 'palm22', 'palm32'], ['palm13', 'palm23', 'palm33'], ['rf1', 'mf1', 'ff1'], ['rf2', 'mf2', 'ff2'], ['rf3', 'mf3', 'ff3']]
49,tap,line,None,['mf1', 'mf2', 'mf3']
50,app-motion,point,down,['rf3', 'rf2', 'rf1', 'palm13', 'palm12', 'palm11']
51,tap-and-hold,point,None,t2
52,tap-and-hold,line,None,['palm32', 'palm31', 'b1']
53,app-motion,line,down,[['rf1', 'p1'], ['palm23', 'palm13'], ['palm22', 'palm12'], ['palm21', 'palm11']]
54,tap-and-hold,line,None,['mf1', 'mf2', 'mf3']
55,tap,line,None,['palm32', 'palm31', 'b1']
56,tap,point,None,palm32
57,tap-and-hold,point,None,palm32
58,tap-and-hold,point,None,palm33
59,app-motion,point,down,['rf2', 'rf1', 'palm13', 'palm12', 'palm11']
60,tap,point,None,ff1
